paper_a_id,paper_a_title,paper_a_venue,paper_a_year,paper_b_id,paper_b_title,paper_b_venue,paper_b_year,task_overlap,module_diversity,weakness_coverage,benchmark_overlap,open_source_bonus,narrative_bonus,redundancy_penalty,disconnect_penalty,total_score,rationale,hypothesis_stub
A01,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,arXiv,2024,D04,"Kimi Linear: An Expressive, Efficient Attention Architecture",arXiv,2025,0.2727,1.0,0.0625,0.0,1.0,1.0,0.0,0.0,53.07,shared task signal; different mechanism families; both papers appear open-source,"Use dense transformer from A01 with KDA from D04 for frontier llm training, targeting custom kernels as the main gain hypothesis."
A03,2 OLMo 2 Furious,arXiv,2025,D04,"Kimi Linear: An Expressive, Efficient Attention Architecture",arXiv,2025,0.2727,1.0,0.0625,0.0,1.0,1.0,0.0,0.0,53.07,shared task signal; different mechanism families; both papers appear open-source,"Use data curation from A03 with KDA from D04 for frontier llm training, targeting custom kernels as the main gain hypothesis."
A04,OpenELM: An Efficient Language Model Family with Open-source Training and Inference Framework,arXiv,2024,B06,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,arXiv,2025,0.2727,1.0,0.0625,0.0,1.0,1.0,0.0,0.0,53.07,shared task signal; different mechanism families; both papers appear open-source,"Use layer-wise scaling from A04 with RLVR from B06 for frontier llm training, targeting verbose traces as the main gain hypothesis."
A07,Magpie: Alignment Data Synthesis from Scratch by Prompting Aligned LLMs with Nothing,ICLR 2025,2024,D04,"Kimi Linear: An Expressive, Efficient Attention Architecture",arXiv,2025,0.2727,1.0,0.0625,0.0,1.0,1.0,0.0,0.0,53.07,shared task signal; different mechanism families; both papers appear open-source,"Use aligned teacher prompting from A07 with KDA from D04 for frontier llm training, targeting custom kernels as the main gain hypothesis."
A08,"DeepSeek-V2: A Strong, Economical, and Efficient Mixture-of-Experts Language Model",arXiv,2024,B06,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,arXiv,2025,0.2727,1.0,0.0588,0.0,1.0,1.0,0.0,0.0,52.99,shared task signal; different mechanism families; both papers appear open-source,"Use MoE routing from A08 with RLVR from B06 for frontier llm training, targeting verbose traces as the main gain hypothesis."
A09,OLMoE: Open Mixture-of-Experts Language Models,arXiv,2024,B06,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,arXiv,2025,0.2727,1.0,0.0588,0.0,1.0,1.0,0.0,0.0,52.99,shared task signal; different mechanism families; both papers appear open-source,"Use open MoE routing from A09 with RLVR from B06 for frontier llm training, targeting verbose traces as the main gain hypothesis."
B01,Tulu 3: Pushing Frontiers in Open Language Model Post-Training,arXiv,2024,D04,"Kimi Linear: An Expressive, Efficient Attention Architecture",arXiv,2025,0.2727,1.0,0.0588,0.0,1.0,1.0,0.0,0.0,52.99,shared task signal; different mechanism families; both papers appear open-source,"Use SFT from B01 with KDA from D04 for frontier llm training, targeting custom kernels as the main gain hypothesis."
A07,Magpie: Alignment Data Synthesis from Scratch by Prompting Aligned LLMs with Nothing,ICLR 2025,2024,A08,"DeepSeek-V2: A Strong, Economical, and Efficient Mixture-of-Experts Language Model",arXiv,2024,0.25,1.0,0.0,0.1667,1.0,1.0,0.0,0.0,52.92,shared task signal; different mechanism families; evaluation overlap is available; both papers appear open-source,"Use aligned teacher prompting from A07 with MoE routing from A08 for frontier llm training, targeting routing instability risk as the main gain hypothesis."
A08,"DeepSeek-V2: A Strong, Economical, and Efficient Mixture-of-Experts Language Model",arXiv,2024,D02,Transformers are SSMs: Generalized Models and Efficient Algorithms Through Structured State Space Duality,ICML 2024,2024,0.3077,1.0,0.0,0.0,1.0,1.0,0.0,0.0,52.69,shared task signal; different mechanism families; both papers appear open-source,"Use MoE routing from A08 with structured state space duality from D02 for frontier llm training, targeting translation to frontier LLM training is nontrivial as the main gain hypothesis."
A10,DeepSeek-V3 Technical Report,arXiv,2024,C01,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,arXiv,2024,0.3077,1.0,0.0,0.0,1.0,1.0,0.0,0.0,52.69,shared task signal; different mechanism families; both papers appear open-source,"Use MoE routing from A10 with RoPE rescaling from C01 for frontier llm training, targeting short-context regression risk as the main gain hypothesis."
B02,Nemotron-4 340B Technical Report,arXiv,2024,D02,Transformers are SSMs: Generalized Models and Efficient Algorithms Through Structured State Space Duality,ICML 2024,2024,0.3077,1.0,0.0,0.0,1.0,1.0,0.0,0.0,52.69,shared task signal; different mechanism families; both papers appear open-source,"Use synthetic data generation from B02 with structured state space duality from D02 for frontier llm training, targeting translation to frontier LLM training is nontrivial as the main gain hypothesis."
C01,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,arXiv,2024,D02,Transformers are SSMs: Generalized Models and Efficient Algorithms Through Structured State Space Duality,ICML 2024,2024,0.3077,1.0,0.0,0.0,1.0,1.0,0.0,0.0,52.69,shared task signal; different mechanism families; both papers appear open-source,"Use RoPE rescaling from C01 with structured state space duality from D02 for frontier llm training, targeting translation to frontier LLM training is nontrivial as the main gain hypothesis."
A01,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,arXiv,2024,B02,Nemotron-4 340B Technical Report,arXiv,2024,0.25,1.0,0.0,0.1429,1.0,1.0,0.0,0.0,52.68,shared task signal; different mechanism families; evaluation overlap is available; both papers appear open-source,"Use dense transformer from A01 with synthetic data generation from B02 for frontier llm training, targeting heavy teacher stack as the main gain hypothesis."
A04,OpenELM: An Efficient Language Model Family with Open-source Training and Inference Framework,arXiv,2024,D04,"Kimi Linear: An Expressive, Efficient Attention Architecture",arXiv,2025,0.3636,0.9412,0.0,0.0,1.0,1.0,0.0,0.0,52.62,shared task signal; different mechanism families; both papers appear open-source,"Use layer-wise scaling from A04 with KDA from D04 for frontier llm training, targeting custom kernels as the main gain hypothesis."
A08,"DeepSeek-V2: A Strong, Economical, and Efficient Mixture-of-Experts Language Model",arXiv,2024,D04,"Kimi Linear: An Expressive, Efficient Attention Architecture",arXiv,2025,0.3636,0.9412,0.0,0.0,1.0,1.0,0.0,0.0,52.62,shared task signal; different mechanism families; both papers appear open-source,"Use MoE routing from A08 with KDA from D04 for frontier llm training, targeting custom kernels as the main gain hypothesis."
A01,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,arXiv,2024,B06,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,arXiv,2025,0.3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,52.5,shared task signal; different mechanism families; both papers appear open-source,"Use dense transformer from A01 with RLVR from B06 for frontier llm training, targeting verbose traces as the main gain hypothesis."
A01,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,arXiv,2024,D01,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,arXiv,2023,0.3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,52.5,shared task signal; different mechanism families; both papers appear open-source,"Use dense transformer from A01 with selective state space from D01 for frontier llm training, targeting tooling less mature than transformers as the main gain hypothesis."
A02,OLMo: Accelerating the Science of Language Models,arXiv,2024,B06,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,arXiv,2025,0.3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,52.5,shared task signal; different mechanism families; both papers appear open-source,"Use open data pipeline from A02 with RLVR from B06 for frontier llm training, targeting verbose traces as the main gain hypothesis."
A03,2 OLMo 2 Furious,arXiv,2025,D01,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,arXiv,2023,0.3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,52.5,shared task signal; different mechanism families; both papers appear open-source,"Use data curation from A03 with selective state space from D01 for frontier llm training, targeting tooling less mature than transformers as the main gain hypothesis."
A05,The FineWeb Datasets: Decanting the Web for the Finest Text Data at Scale,arXiv,2024,A08,"DeepSeek-V2: A Strong, Economical, and Efficient Mixture-of-Experts Language Model",arXiv,2024,0.25,1.0,0.0,0.125,1.0,1.0,0.0,0.0,52.5,shared task signal; different mechanism families; evaluation overlap is available; both papers appear open-source,"Use web filtering from A05 with MoE routing from A08 for frontier llm training, targeting routing instability risk as the main gain hypothesis."
A05,The FineWeb Datasets: Decanting the Web for the Finest Text Data at Scale,arXiv,2024,B06,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,arXiv,2025,0.3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,52.5,shared task signal; different mechanism families; both papers appear open-source,"Use web filtering from A05 with RLVR from B06 for frontier llm training, targeting verbose traces as the main gain hypothesis."
A07,Magpie: Alignment Data Synthesis from Scratch by Prompting Aligned LLMs with Nothing,ICLR 2025,2024,D01,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,arXiv,2023,0.3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,52.5,shared task signal; different mechanism families; both papers appear open-source,"Use aligned teacher prompting from A07 with selective state space from D01 for frontier llm training, targeting tooling less mature than transformers as the main gain hypothesis."
A09,OLMoE: Open Mixture-of-Experts Language Models,arXiv,2024,D04,"Kimi Linear: An Expressive, Efficient Attention Architecture",arXiv,2025,0.25,1.0,0.0625,0.0,1.0,1.0,0.0,0.0,52.5,shared task signal; different mechanism families; both papers appear open-source,"Use open MoE routing from A09 with KDA from D04 for frontier llm training, targeting custom kernels as the main gain hypothesis."
B01,Tulu 3: Pushing Frontiers in Open Language Model Post-Training,arXiv,2024,D01,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,arXiv,2023,0.3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,52.5,shared task signal; different mechanism families; both papers appear open-source,"Use SFT from B01 with selective state space from D01 for frontier llm training, targeting tooling less mature than transformers as the main gain hypothesis."
B02,Nemotron-4 340B Technical Report,arXiv,2024,D04,"Kimi Linear: An Expressive, Efficient Attention Architecture",arXiv,2025,0.25,1.0,0.0625,0.0,1.0,1.0,0.0,0.0,52.5,shared task signal; different mechanism families; both papers appear open-source,"Use synthetic data generation from B02 with KDA from D04 for frontier llm training, targeting custom kernels as the main gain hypothesis."
A06,DataComp-LM: In search of the next generation of training sets for language models,arXiv,2024,B02,Nemotron-4 340B Technical Report,arXiv,2024,0.5,0.9375,0.0588,0.125,0.4,1.0,0.0,0.0,52.36,shared task signal; different mechanism families; evaluation overlap is available; partial code availability,"Use data selection benchmark from A06 with synthetic data generation from B02 for frontier llm training, targeting heavy teacher stack as the main gain hypothesis."
A09,OLMoE: Open Mixture-of-Experts Language Models,arXiv,2024,B02,Nemotron-4 340B Technical Report,arXiv,2024,0.2308,1.0,0.0,0.1429,1.0,1.0,0.0,0.0,52.2,shared task signal; different mechanism families; evaluation overlap is available; both papers appear open-source,"Use open MoE routing from A09 with synthetic data generation from B02 for frontier llm training, targeting heavy teacher stack as the main gain hypothesis."
B01,Tulu 3: Pushing Frontiers in Open Language Model Post-Training,arXiv,2024,D03,Native Sparse Attention: Hardware-Aligned and Natively Trainable Sparse Attention,ACL 2025,2025,0.25,1.0,0.0476,0.0,1.0,1.0,0.0,0.0,52.2,shared task signal; different mechanism families; both papers appear open-source,"Use SFT from B01 with native sparse attention from D03 for frontier llm training, targeting kernel engineering burden as the main gain hypothesis."
B01,Tulu 3: Pushing Frontiers in Open Language Model Post-Training,arXiv,2024,B03,Self-Rewarding Language Models,arXiv,2024,0.5556,0.9286,0.0526,0.0,0.4,1.0,0.0,0.0,52.16,shared task signal; different mechanism families; partial code availability,"Use SFT from B01 with LLM-as-judge from B03 for frontier llm training, targeting judge drift as the main gain hypothesis."
A07,Magpie: Alignment Data Synthesis from Scratch by Prompting Aligned LLMs with Nothing,ICLR 2025,2024,A10,DeepSeek-V3 Technical Report,arXiv,2024,0.2308,1.0,0.0625,0.0,1.0,1.0,0.0,0.0,52.02,shared task signal; different mechanism families; both papers appear open-source,"Use aligned teacher prompting from A07 with MoE routing from A10 for frontier llm training, targeting huge systems complexity as the main gain hypothesis."
A10,DeepSeek-V3 Technical Report,arXiv,2024,B01,Tulu 3: Pushing Frontiers in Open Language Model Post-Training,arXiv,2024,0.2308,1.0,0.0,0.125,1.0,1.0,0.0,0.0,52.02,shared task signal; different mechanism families; evaluation overlap is available; both papers appear open-source,"Use MoE routing from A10 with SFT from B01 for frontier llm training, targeting reward quality ceiling as the main gain hypothesis."
A02,OLMo: Accelerating the Science of Language Models,arXiv,2024,D02,Transformers are SSMs: Generalized Models and Efficient Algorithms Through Structured State Space Duality,ICML 2024,2024,0.2308,1.0,0.0588,0.0,1.0,1.0,0.0,0.0,51.95,shared task signal; different mechanism families; both papers appear open-source,"Use open data pipeline from A02 with structured state space duality from D02 for frontier llm training, targeting translation to frontier LLM training is nontrivial as the main gain hypothesis."
A10,DeepSeek-V3 Technical Report,arXiv,2024,D04,"Kimi Linear: An Expressive, Efficient Attention Architecture",arXiv,2025,0.3333,0.9412,0.0,0.0,1.0,1.0,0.0,0.0,51.86,shared task signal; different mechanism families; both papers appear open-source,"Use MoE routing from A10 with KDA from D04 for frontier llm training, targeting custom kernels as the main gain hypothesis."
A02,OLMo: Accelerating the Science of Language Models,arXiv,2024,D04,"Kimi Linear: An Expressive, Efficient Attention Architecture",arXiv,2025,0.2727,1.0,0.0,0.0,1.0,1.0,0.0,0.0,51.82,shared task signal; different mechanism families; both papers appear open-source,"Use open data pipeline from A02 with KDA from D04 for frontier llm training, targeting custom kernels as the main gain hypothesis."
A05,The FineWeb Datasets: Decanting the Web for the Finest Text Data at Scale,arXiv,2024,B01,Tulu 3: Pushing Frontiers in Open Language Model Post-Training,arXiv,2024,0.2727,1.0,0.0,0.0,1.0,1.0,0.0,0.0,51.82,shared task signal; different mechanism families; both papers appear open-source,"Use web filtering from A05 with SFT from B01 for frontier llm training, targeting reward quality ceiling as the main gain hypothesis."
A05,The FineWeb Datasets: Decanting the Web for the Finest Text Data at Scale,arXiv,2024,D04,"Kimi Linear: An Expressive, Efficient Attention Architecture",arXiv,2025,0.2727,1.0,0.0,0.0,1.0,1.0,0.0,0.0,51.82,shared task signal; different mechanism families; both papers appear open-source,"Use web filtering from A05 with KDA from D04 for frontier llm training, targeting custom kernels as the main gain hypothesis."
A09,OLMoE: Open Mixture-of-Experts Language Models,arXiv,2024,D01,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,arXiv,2023,0.2727,1.0,0.0,0.0,1.0,1.0,0.0,0.0,51.82,shared task signal; different mechanism families; both papers appear open-source,"Use open MoE routing from A09 with selective state space from D01 for frontier llm training, targeting tooling less mature than transformers as the main gain hypothesis."
B06,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,arXiv,2025,C01,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,arXiv,2024,0.2727,1.0,0.0,0.0,1.0,1.0,0.0,0.0,51.82,shared task signal; different mechanism families; both papers appear open-source,"Use RLVR from B06 with RoPE rescaling from C01 for frontier llm training, targeting short-context regression risk as the main gain hypothesis."
B06,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,arXiv,2025,D03,Native Sparse Attention: Hardware-Aligned and Natively Trainable Sparse Attention,ACL 2025,2025,0.2727,1.0,0.0,0.0,1.0,1.0,0.0,0.0,51.82,shared task signal; different mechanism families; both papers appear open-source,"Use RLVR from B06 with native sparse attention from D03 for frontier llm training, targeting kernel engineering burden as the main gain hypothesis."
C02,Titans: Learning to Memorize at Test Time,arXiv,2025,C03,ATLAS: Learning to Optimally Memorize the Context at Test Time,arXiv,2025,0.6667,0.75,0.0667,0.5,0.0,1.0,0.0,0.0,51.75,shared task signal; different mechanism families; evaluation overlap is available,"Use neural memory from C02 with memory selection policy from C03 for frontier llm training, targeting very new as the main gain hypothesis."
C03,ATLAS: Learning to Optimally Memorize the Context at Test Time,arXiv,2025,D04,"Kimi Linear: An Expressive, Efficient Attention Architecture",arXiv,2025,0.3636,0.9375,0.0,0.5,0.4,1.0,0.0,0.0,51.53,shared task signal; different mechanism families; evaluation overlap is available; partial code availability,"Use memory selection policy from C03 with KDA from D04 for frontier llm training, targeting custom kernels as the main gain hypothesis."
A10,DeepSeek-V3 Technical Report,arXiv,2024,B07,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,arXiv,2025,0.25,1.0,0.0625,0.5,0.4,1.0,0.0,0.0,51.5,shared task signal; different mechanism families; evaluation overlap is available; partial code availability,"Use MoE routing from A10 with self-play task generation from B07 for frontier llm training, targeting self-play distribution shift as the main gain hypothesis."
A09,OLMoE: Open Mixture-of-Experts Language Models,arXiv,2024,D02,Transformers are SSMs: Generalized Models and Efficient Algorithms Through Structured State Space Duality,ICML 2024,2024,0.2143,1.0,0.0556,0.0,1.0,1.0,0.0,0.0,51.47,shared task signal; different mechanism families; both papers appear open-source,"Use open MoE routing from A09 with structured state space duality from D02 for frontier llm training, targeting translation to frontier LLM training is nontrivial as the main gain hypothesis."
B01,Tulu 3: Pushing Frontiers in Open Language Model Post-Training,arXiv,2024,B05,Process-based Self-Rewarding Language Models,Findings ACL 2025,2025,0.4444,1.0,0.0588,0.0,0.4,1.0,0.0,0.0,51.29,shared task signal; different mechanism families; partial code availability,"Use SFT from B01 with process rewards from B05 for frontier llm training, targeting annotation or rollout cost as the main gain hypothesis."
B01,Tulu 3: Pushing Frontiers in Open Language Model Post-Training,arXiv,2024,B07,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,arXiv,2025,0.4444,1.0,0.0588,0.0,0.4,1.0,0.0,0.0,51.29,shared task signal; different mechanism families; partial code availability,"Use SFT from B01 with self-play task generation from B07 for frontier llm training, targeting self-play distribution shift as the main gain hypothesis."
B03,Self-Rewarding Language Models,arXiv,2024,B06,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,arXiv,2025,0.4444,1.0,0.0588,0.0,0.4,1.0,0.0,0.0,51.29,shared task signal; different mechanism families; partial code availability,"Use LLM-as-judge from B03 with RLVR from B06 for frontier llm training, targeting verbose traces as the main gain hypothesis."
B05,Process-based Self-Rewarding Language Models,Findings ACL 2025,2025,B06,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,arXiv,2025,0.5,0.8571,0.0,0.3333,0.4,1.0,0.0,0.0,51.26,shared task signal; different mechanism families; evaluation overlap is available; partial code availability,"Use process rewards from B05 with RLVR from B06 for frontier llm training, targeting verbose traces as the main gain hypothesis."
A01,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,arXiv,2024,D03,Native Sparse Attention: Hardware-Aligned and Natively Trainable Sparse Attention,ACL 2025,2025,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,51.25,shared task signal; different mechanism families; both papers appear open-source,"Use dense transformer from A01 with native sparse attention from D03 for frontier llm training, targeting kernel engineering burden as the main gain hypothesis."
A02,OLMo: Accelerating the Science of Language Models,arXiv,2024,C01,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,arXiv,2024,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,51.25,shared task signal; different mechanism families; both papers appear open-source,"Use open data pipeline from A02 with RoPE rescaling from C01 for frontier llm training, targeting short-context regression risk as the main gain hypothesis."
A03,2 OLMo 2 Furious,arXiv,2025,C01,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,arXiv,2024,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,51.25,shared task signal; different mechanism families; both papers appear open-source,"Use data curation from A03 with RoPE rescaling from C01 for frontier llm training, targeting short-context regression risk as the main gain hypothesis."
A03,2 OLMo 2 Furious,arXiv,2025,D03,Native Sparse Attention: Hardware-Aligned and Natively Trainable Sparse Attention,ACL 2025,2025,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,51.25,shared task signal; different mechanism families; both papers appear open-source,"Use data curation from A03 with native sparse attention from D03 for frontier llm training, targeting kernel engineering burden as the main gain hypothesis."
A04,OpenELM: An Efficient Language Model Family with Open-source Training and Inference Framework,arXiv,2024,A07,Magpie: Alignment Data Synthesis from Scratch by Prompting Aligned LLMs with Nothing,ICLR 2025,2024,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,51.25,shared task signal; different mechanism families; both papers appear open-source,"Use layer-wise scaling from A04 with aligned teacher prompting from A07 for frontier llm training, targeting teacher bias as the main gain hypothesis."
A05,The FineWeb Datasets: Decanting the Web for the Finest Text Data at Scale,arXiv,2024,C01,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,arXiv,2024,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,51.25,shared task signal; different mechanism families; both papers appear open-source,"Use web filtering from A05 with RoPE rescaling from C01 for frontier llm training, targeting short-context regression risk as the main gain hypothesis."
A05,The FineWeb Datasets: Decanting the Web for the Finest Text Data at Scale,arXiv,2024,D03,Native Sparse Attention: Hardware-Aligned and Natively Trainable Sparse Attention,ACL 2025,2025,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,51.25,shared task signal; different mechanism families; both papers appear open-source,"Use web filtering from A05 with native sparse attention from D03 for frontier llm training, targeting kernel engineering burden as the main gain hypothesis."
A07,Magpie: Alignment Data Synthesis from Scratch by Prompting Aligned LLMs with Nothing,ICLR 2025,2024,A09,OLMoE: Open Mixture-of-Experts Language Models,arXiv,2024,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,51.25,shared task signal; different mechanism families; both papers appear open-source,"Use aligned teacher prompting from A07 with open MoE routing from A09 for frontier llm training, targeting smaller than proprietary frontier as the main gain hypothesis."
A07,Magpie: Alignment Data Synthesis from Scratch by Prompting Aligned LLMs with Nothing,ICLR 2025,2024,C01,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,arXiv,2024,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,51.25,shared task signal; different mechanism families; both papers appear open-source,"Use aligned teacher prompting from A07 with RoPE rescaling from C01 for frontier llm training, targeting short-context regression risk as the main gain hypothesis."
A07,Magpie: Alignment Data Synthesis from Scratch by Prompting Aligned LLMs with Nothing,ICLR 2025,2024,D03,Native Sparse Attention: Hardware-Aligned and Natively Trainable Sparse Attention,ACL 2025,2025,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,51.25,shared task signal; different mechanism families; both papers appear open-source,"Use aligned teacher prompting from A07 with native sparse attention from D03 for frontier llm training, targeting kernel engineering burden as the main gain hypothesis."
B01,Tulu 3: Pushing Frontiers in Open Language Model Post-Training,arXiv,2024,C01,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,arXiv,2024,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,51.25,shared task signal; different mechanism families; both papers appear open-source,"Use SFT from B01 with RoPE rescaling from C01 for frontier llm training, targeting short-context regression risk as the main gain hypothesis."
B06,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,arXiv,2025,D02,Transformers are SSMs: Generalized Models and Efficient Algorithms Through Structured State Space Duality,ICML 2024,2024,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,51.25,shared task signal; different mechanism families; both papers appear open-source,"Use RLVR from B06 with structured state space duality from D02 for frontier llm training, targeting translation to frontier LLM training is nontrivial as the main gain hypothesis."
A04,OpenELM: An Efficient Language Model Family with Open-source Training and Inference Framework,arXiv,2024,A10,DeepSeek-V3 Technical Report,arXiv,2024,0.3077,0.9412,0.0,0.0,1.0,1.0,0.0,0.0,51.22,shared task signal; different mechanism families; both papers appear open-source,"Use layer-wise scaling from A04 with MoE routing from A10 for frontier llm training, targeting huge systems complexity as the main gain hypothesis."
A10,DeepSeek-V3 Technical Report,arXiv,2024,D03,Native Sparse Attention: Hardware-Aligned and Natively Trainable Sparse Attention,ACL 2025,2025,0.3077,0.9412,0.0,0.0,1.0,1.0,0.0,0.0,51.22,shared task signal; different mechanism families; both papers appear open-source,"Use MoE routing from A10 with native sparse attention from D03 for frontier llm training, targeting kernel engineering burden as the main gain hypothesis."
A02,OLMo: Accelerating the Science of Language Models,arXiv,2024,B02,Nemotron-4 340B Technical Report,arXiv,2024,0.25,0.9375,0.0,0.1429,1.0,1.0,0.0,0.0,51.12,shared task signal; different mechanism families; evaluation overlap is available; both papers appear open-source,"Use open data pipeline from A02 with synthetic data generation from B02 for frontier llm training, targeting heavy teacher stack as the main gain hypothesis."
C02,Titans: Learning to Memorize at Test Time,arXiv,2025,D04,"Kimi Linear: An Expressive, Efficient Attention Architecture",arXiv,2025,0.4,1.0,0.0,0.2,0.4,1.0,0.0,0.0,51.0,shared task signal; different mechanism families; evaluation overlap is available; partial code availability,"Use neural memory from C02 with KDA from D04 for frontier llm training, targeting custom kernels as the main gain hypothesis."
A03,2 OLMo 2 Furious,arXiv,2025,B02,Nemotron-4 340B Technical Report,arXiv,2024,0.25,0.9286,0.0,0.1429,1.0,1.0,0.0,0.0,50.89,shared task signal; different mechanism families; evaluation overlap is available; both papers appear open-source,"Use data curation from A03 with synthetic data generation from B02 for frontier llm training, targeting heavy teacher stack as the main gain hypothesis."
A01,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,arXiv,2024,D02,Transformers are SSMs: Generalized Models and Efficient Algorithms Through Structured State Space Duality,ICML 2024,2024,0.2308,1.0,0.0,0.0,1.0,1.0,0.0,0.0,50.77,shared task signal; different mechanism families; both papers appear open-source,"Use dense transformer from A01 with structured state space duality from D02 for frontier llm training, targeting translation to frontier LLM training is nontrivial as the main gain hypothesis."
A03,2 OLMo 2 Furious,arXiv,2025,D02,Transformers are SSMs: Generalized Models and Efficient Algorithms Through Structured State Space Duality,ICML 2024,2024,0.2308,1.0,0.0,0.0,1.0,1.0,0.0,0.0,50.77,shared task signal; different mechanism families; both papers appear open-source,"Use data curation from A03 with structured state space duality from D02 for frontier llm training, targeting translation to frontier LLM training is nontrivial as the main gain hypothesis."
A05,The FineWeb Datasets: Decanting the Web for the Finest Text Data at Scale,arXiv,2024,D02,Transformers are SSMs: Generalized Models and Efficient Algorithms Through Structured State Space Duality,ICML 2024,2024,0.2308,1.0,0.0,0.0,1.0,1.0,0.0,0.0,50.77,shared task signal; different mechanism families; both papers appear open-source,"Use web filtering from A05 with structured state space duality from D02 for frontier llm training, targeting translation to frontier LLM training is nontrivial as the main gain hypothesis."
A07,Magpie: Alignment Data Synthesis from Scratch by Prompting Aligned LLMs with Nothing,ICLR 2025,2024,D02,Transformers are SSMs: Generalized Models and Efficient Algorithms Through Structured State Space Duality,ICML 2024,2024,0.2308,1.0,0.0,0.0,1.0,1.0,0.0,0.0,50.77,shared task signal; different mechanism families; both papers appear open-source,"Use aligned teacher prompting from A07 with structured state space duality from D02 for frontier llm training, targeting translation to frontier LLM training is nontrivial as the main gain hypothesis."
A09,OLMoE: Open Mixture-of-Experts Language Models,arXiv,2024,C01,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,arXiv,2024,0.2308,1.0,0.0,0.0,1.0,1.0,0.0,0.0,50.77,shared task signal; different mechanism families; both papers appear open-source,"Use open MoE routing from A09 with RoPE rescaling from C01 for frontier llm training, targeting short-context regression risk as the main gain hypothesis."
B01,Tulu 3: Pushing Frontiers in Open Language Model Post-Training,arXiv,2024,D02,Transformers are SSMs: Generalized Models and Efficient Algorithms Through Structured State Space Duality,ICML 2024,2024,0.2308,1.0,0.0,0.0,1.0,1.0,0.0,0.0,50.77,shared task signal; different mechanism families; both papers appear open-source,"Use SFT from B01 with structured state space duality from D02 for frontier llm training, targeting translation to frontier LLM training is nontrivial as the main gain hypothesis."
B02,Nemotron-4 340B Technical Report,arXiv,2024,C01,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,arXiv,2024,0.2308,1.0,0.0,0.0,1.0,1.0,0.0,0.0,50.77,shared task signal; different mechanism families; both papers appear open-source,"Use synthetic data generation from B02 with RoPE rescaling from C01 for frontier llm training, targeting short-context regression risk as the main gain hypothesis."
